CustomerID,LastPurchaseDate,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
17071,2011-11-11 16:31:00.000000194,29,13,3793.71,4,5,5,455,Champions
12619,2011-11-23 14:51:59.999999693,17,10,3781.38,5,5,5,555,Champions
14309,2011-12-01 13:32:59.999999331,9,11,3780.81,5,5,5,555,Champions
13126,2011-12-05 09:59:59.999999164,5,13,3774.81,5,5,5,555,Champions
17211,2011-11-13 12:02:59.999999331,27,13,3773.35,4,5,5,455,Champions
16466,2011-11-06 11:35:00.000000139,34,15,3767.09,4,5,5,455,Champions
17173,2011-12-04 14:39:59.999999860,6,8,3766.6,5,5,5,555,Champions
15834,2011-09-30 14:41:00.000000686,71,7,3764.39,3,4,5,345,Potential Loyalists
12670,2011-11-29 15:23:00.000000101,11,7,3760.29,5,4,5,545,Champions
12530,2011-10-11 12:34:00.000000361,60,9,3759.26,3,5,5,355,Potential Loyalists
17553,2011-08-02 09:59:59.999999164,130,4,3757.6,3,4,5,345,Potential Loyalists
17293,2011-12-01 14:36:59.999999898,9,17,3750.63,5,5,5,555,Champions
12623,2011-03-08 13:50:00.000000139,277,7,3747.84,2,4,5,245,At Risk
15370,2011-10-30 10:57:59.999999814,41,8,3739.01,4,4,5,445,Champions
15532,2011-11-14 14:51:00.000000129,26,10,3738.85,4,5,5,455,Champions
15704,2011-07-22 13:34:59.999999721,141,6,3734.66,3,4,5,345,Potential Loyalists
14515,2011-11-22 11:36:59.999999898,18,12,3724.06,5,5,5,555,Champions
12502,2011-09-05 11:51:59.999999693,96,5,3723.87,3,4,5,345,Potential Loyalists
16240,2011-11-15 14:29:59.999999164,25,2,3718.8,4,2,5,425,Recent Customers
14364,2011-08-23 11:00:59.999999777,109,8,3717.35,3,4,5,345,Potential Loyalists
15288,2011-10-27 16:57:59.999999814,44,10,3715.38,4,5,5,455,Champions
12737,2010-07-29 12:29:00.000000018,499,2,3710.5,1,2,5,125,Hibernating
14540,2011-11-30 10:15:00.000000213,10,11,3709.64,5,5,5,555,Champions
14776,2011-10-19 15:34:00.000000361,52,15,3708.3,4,5,5,455,Champions
15255,2011-10-04 12:43:00.000000863,67,9,3706.02,3,5,5,355,Potential Loyalists
15494,2011-11-18 14:51:00.000000129,22,5,3702.6,4,4,5,445,Champions
16772,2010-10-12 13:19:00.000000361,424,3,3698.0499999999997,1,3,5,135,Needs Attention
17096,2011-11-24 15:01:00.000000194,16,11,3697.93,5,5,5,555,Champions
16094,2011-11-28 12:45:00.000000000,12,11,3695.56,5,5,5,555,Champions
12857,2011-05-13 10:20:00.000000556,211,6,3688.0,2,4,5,245,At Risk
12468,2011-06-05 11:35:59.999999703,188,5,3670.74,3,4,5,345,Potential Loyalists
14593,2011-11-18 12:47:59.999999331,22,12,3665.5299999999997,4,5,5,455,Champions
14744,2011-11-23 12:50:59.999999916,17,14,3660.08,5,5,5,555,Champions
14857,2011-10-11 09:23:00.000000101,60,7,3651.851,3,4,5,345,Potential Loyalists
14649,2011-12-05 12:30:00.000000213,5,9,3651.19,5,5,5,555,Champions
14640,2011-11-15 13:06:59.999999898,25,10,3649.36,4,5,5,455,Champions
13632,2011-11-15 10:50:59.999999703,25,8,3645.81,4,4,5,445,Champions
17063,2011-11-18 16:19:00.000000361,22,13,3638.53,4,5,5,455,Champions
14770,2011-04-21 14:20:59.999999916,233,8,3637.64,2,4,5,245,At Risk
16748,2011-11-22 10:16:59.999999972,18,14,3637.33,5,5,5,555,Champions
16053,2011-11-07 11:20:59.999999916,33,6,3634.84,4,4,5,445,Champions
17528,2011-12-08 13:27:00.000000046,2,8,3628.5,5,5,5,555,Champions
16444,2011-10-24 13:50:00.000000139,47,17,3625.88,4,5,5,455,Champions
15079,2011-05-11 12:45:00.000000000,213,11,3625.4,2,5,5,255,At Risk
13305,2011-12-05 15:14:59.999999164,5,16,3616.41,5,5,5,555,Champions
16503,2011-08-25 11:45:59.999999777,107,11,3614.34,3,5,5,355,Potential Loyalists
15505,2011-10-18 07:56:00.000000686,53,5,3610.96,4,4,5,445,Champions
15791,2011-10-27 10:14:00.000000018,44,5,3608.34,4,4,5,445,Champions
18242,2011-09-28 13:43:00.000000027,73,8,3605.21,3,5,5,355,Potential Loyalists
15827,2011-09-27 15:35:00.000000556,74,28,3603.14,3,5,5,355,Potential Loyalists
17019,2011-11-28 13:05:59.999999703,12,11,3602.29,5,5,5,555,Champions
13750,2011-10-17 12:15:59.999999981,54,11,3602.1800000000003,4,5,5,455,Champions
16325,2011-10-24 08:47:59.999999536,47,12,3597.5,4,5,5,455,Champions
17422,2011-11-23 13:27:00.000000046,17,11,3594.76,5,5,5,555,Champions
14653,2011-12-08 13:44:59.999999164,2,12,3593.06,5,5,5,555,Champions
17659,2011-11-22 13:28:59.999999805,18,14,3586.9900000000002,5,5,5,555,Champions
14132,2011-12-07 13:34:59.999999721,3,11,3586.0299999999997,5,5,5,555,Champions
15569,2011-08-28 10:15:00.000000213,104,10,3583.45,3,5,5,355,Potential Loyalists
17679,2011-10-18 07:43:00.000000027,53,7,3577.61,4,4,5,445,Champions
17311,2011-09-22 14:10:59.999999842,79,6,3566.56,3,4,5,345,Potential Loyalists
15024,2011-11-30 12:05:59.999999916,10,16,3559.39,5,5,5,555,Champions
17848,2011-09-19 16:49:00.000000575,82,30,3559.11,3,5,5,355,Potential Loyalists
14737,2011-12-06 10:15:59.999999777,4,4,3554.17,5,3,5,535,Loyal Customers
15858,2011-11-24 12:47:59.999999331,16,13,3552.41,5,5,5,555,Champions
15222,2011-01-25 08:02:59.999999536,319,11,3550.91,2,5,5,255,At Risk
14882,2011-11-13 12:46:59.999999759,27,14,3546.65,4,5,5,455,Champions
14503,2011-12-06 13:30:00.000000000,4,6,3543.26,5,4,5,545,Champions
16950,2011-10-14 09:05:59.999999916,57,10,3541.77,4,5,5,455,Champions
12645,2011-11-06 12:37:59.999999888,34,8,3539.3,4,4,5,445,Champions
17722,2011-09-04 15:21:59.999999898,97,5,3520.2200000000003,3,4,5,345,Potential Loyalists
16395,2011-10-10 12:49:59.999999721,61,14,3518.41,3,5,5,355,Potential Loyalists
16336,2010-10-15 12:31:59.999999972,421,4,3517.69,1,4,5,145,At Risk
16719,2011-11-25 09:27:00.000000250,15,14,3513.62,5,5,5,555,Champions
15113,2011-11-30 08:23:00.000000306,10,3,3509.43,5,3,5,535,Loyal Customers
18044,2011-12-05 14:25:59.999999638,5,18,3505.61,5,5,5,555,Champions
14934,2011-09-19 10:09:59.999999860,82,5,3503.5,3,4,5,345,Potential Loyalists
13929,2011-06-23 15:26:00.000000686,170,11,3494.1,3,5,5,355,Potential Loyalists
15059,2011-10-30 11:35:00.000000139,41,19,3491.2,4,5,5,455,Champions
16983,2011-11-27 12:10:00.000000073,13,11,3490.5299999999997,5,5,5,555,Champions
13577,2011-11-14 15:19:00.000000575,26,11,3489.28,4,5,5,455,Champions
15811,2011-11-17 15:30:59.999999777,23,7,3486.15,4,4,5,445,Champions
15306,2011-10-06 12:55:59.999999638,65,9,3484.73,3,5,5,355,Potential Loyalists
17597,2011-05-10 11:53:59.999999452,214,5,3484.09,2,4,5,245,At Risk
12631,2011-10-13 13:53:00.000000101,58,6,3481.57,4,4,5,445,Champions
15712,2011-11-30 14:08:59.999999452,10,12,3472.4100000000003,5,5,5,555,Champions
13849,2011-10-19 10:59:00.000000018,52,5,3469.3,4,4,5,445,Champions
14533,2011-11-15 12:04:59.999999721,25,11,3466.37,4,5,5,455,Champions
14837,2011-09-11 10:57:59.999999814,90,9,3460.32,3,5,5,355,Potential Loyalists
16360,2011-12-05 12:15:59.999999981,5,6,3450.41,5,4,5,545,Champions
13313,2011-11-17 16:47:59.999999749,23,12,3445.32,4,5,5,455,Champions
13536,2011-12-08 16:38:00.000000306,2,7,3444.39,5,4,5,545,Champions
16347,2011-11-28 13:14:00.000000018,12,11,3442.96,5,5,5,555,Champions
15974,2011-10-31 13:12:59.999999814,40,7,3442.15,4,4,5,445,Champions
16208,2011-10-26 11:35:59.999999703,45,10,3440.45,4,5,5,455,Champions
15953,2011-11-24 15:31:59.999999972,16,18,3440.3399999999997,5,5,5,555,Champions
17725,2011-11-23 16:34:00.000000157,17,11,3439.08,5,5,5,555,Champions
12609,2011-09-22 16:34:00.000000157,79,9,3435.86,3,5,5,355,Potential Loyalists
15676,2011-11-21 12:39:59.999999647,19,3,3435.76,5,3,5,535,Loyal Customers
18168,2011-06-16 19:21:00.000000129,177,16,3435.5,3,5,5,355,Potential Loyalists
16045,2011-08-12 12:40:59.999999842,120,8,3434.9300000000003,3,4,5,345,Potential Loyalists
15351,2011-11-27 12:52:00.000000111,13,10,3430.22,5,5,5,555,Champions
17913,2011-10-12 10:44:59.999999164,59,14,3429.29,3,5,5,355,Potential Loyalists
14409,2011-09-29 18:17:59.999999749,72,9,3427.29,3,5,5,355,Potential Loyalists
12377,2011-01-28 15:45:00.000000000,316,4,3426.32,2,3,5,235,Needs Attention
17876,2010-11-05 10:51:59.999999898,400,3,3424.02,2,3,5,235,Needs Attention
16281,2011-09-28 14:57:00.000000046,73,3,3424.02,3,3,5,335,Potential Loyalists
13437,2011-11-25 14:00:00.000000213,15,7,3408.06,5,4,5,545,Champions
13823,2011-11-21 10:21:59.999999693,19,7,3403.4500000000003,5,4,5,545,Champions
17931,2011-07-28 18:32:59.999999536,135,14,3402.24,3,5,5,355,Potential Loyalists
15114,2011-11-09 15:04:59.999999721,31,12,3400.12,4,5,5,455,Champions
16271,2011-12-07 12:45:00.000000000,3,10,3397.82,5,5,5,555,Champions
13425,2011-08-23 17:13:00.000000863,109,5,3390.4300000000003,3,4,5,345,Potential Loyalists
15058,2011-11-14 14:57:00.000000046,26,16,3387.58,4,5,5,455,Champions
13979,2011-09-27 13:31:59.999999759,74,7,3379.93,3,4,5,345,Potential Loyalists
17723,2011-08-04 18:36:59.999999693,128,7,3378.4000000000005,3,4,5,345,Potential Loyalists
13135,2011-05-27 10:51:59.999999898,197,2,3371.45,2,2,5,225,Hibernating
14898,2011-11-16 14:53:59.999999452,24,14,3365.95,4,5,5,455,Champions
13707,2011-03-17 18:02:59.999999331,268,5,3365.86,2,4,5,245,At Risk
13285,2011-11-16 13:19:00.000000361,24,6,3364.59,4,4,5,445,Champions
15538,2010-06-20 10:49:00.000000575,538,6,3358.3999999999996,1,4,5,145,At Risk
14608,2011-12-05 16:51:59.999999898,5,11,3352.94,5,5,5,555,Champions
18219,2011-12-07 11:42:59.999999814,3,17,3352.7000000000003,5,5,5,555,Champions
13246,2011-11-21 16:50:00.000000139,19,11,3351.75,5,5,5,555,Champions
16818,2011-11-29 10:40:59.999999638,11,11,3349.57,5,5,5,555,Champions
17183,2011-12-02 10:06:59.999999898,8,6,3347.31,5,4,5,545,Champions
15265,2011-07-11 14:45:59.999999777,152,4,3345.64,3,3,5,335,Potential Loyalists
12424,2011-06-30 12:05:59.999999916,163,4,3340.03,3,3,5,335,Potential Loyalists
16351,2011-01-11 10:25:59.999999842,333,13,3330.0299999999997,2,5,5,255,At Risk
15065,2011-11-02 09:45:00.000000000,38,5,3326.86,4,4,5,445,Champions
12865,2011-11-13 14:30:59.999999981,27,4,3323.47,4,3,5,435,Loyal Customers
13431,2011-10-03 13:49:00.000000575,68,8,3316.24,3,4,5,345,Potential Loyalists
13824,2011-11-07 12:40:59.999999842,33,12,3314.76,4,5,5,455,Champions
13131,2011-11-16 13:21:00.000000129,24,7,3313.77,4,4,5,445,Champions
14217,2011-12-08 11:52:59.999999888,2,23,3298.59,5,5,5,555,Champions
13611,2011-09-11 14:51:00.000000129,90,10,3297.9300000000003,3,5,5,355,Potential Loyalists
13031,2010-10-28 15:34:00.000000361,408,5,3292.84,2,4,5,245,At Risk
17768,2011-12-01 13:21:59.999999693,9,7,3292.73,5,4,5,545,Champions
16539,2011-12-07 08:41:00.000000686,3,10,3289.66,5,5,5,555,Champions
13650,2011-11-23 12:21:59.999999898,17,10,3288.0,5,5,5,555,Champions
15632,2011-11-24 09:50:59.999999916,16,8,3285.31,5,4,5,545,Champions
14285,2011-11-18 14:50:00.000000556,22,8,3284.42,4,4,5,445,Champions
12872,2011-01-17 10:51:59.999999898,327,12,3283.96,2,5,5,255,At Risk
18188,2011-11-24 16:45:59.999999981,16,6,3280.59,5,4,5,545,Champions
15978,2011-09-23 15:20:59.999999703,78,3,3279.42,3,3,5,335,Potential Loyalists
17774,2011-09-04 12:49:00.000000157,97,9,3273.83,3,5,5,355,Potential Loyalists
13291,2011-07-07 10:35:59.999999916,156,11,3270.79,3,5,5,355,Potential Loyalists
16067,2010-05-26 12:32:59.999999536,563,3,3269.11,1,3,5,135,Needs Attention
13214,2010-10-18 09:59:59.999999164,418,7,3264.23,1,4,5,145,At Risk
14064,2011-11-10 13:14:00.000000018,30,15,3260.24,4,5,5,455,Champions
14451,2011-10-10 13:38:00.000000306,61,12,3258.68,3,5,5,355,Potential Loyalists
17924,2011-11-28 09:10:59.999999638,12,8,3257.7000000000003,5,5,5,555,Champions
15057,2011-03-09 15:17:00.000000185,276,5,3255.96,2,4,5,245,At Risk
14215,2011-11-28 12:19:00.000000575,12,9,3250.33,5,5,5,555,Champions
15380,2011-12-01 12:13:00.000000027,9,11,3248.96,5,5,5,555,Champions
12770,2011-05-13 09:32:59.999999536,211,2,3246.45,2,2,5,225,Hibernating
16612,2011-11-07 07:38:00.000000306,33,9,3245.43,4,5,5,455,Champions
15140,2011-10-18 14:06:59.999999693,53,8,3243.69,4,4,5,445,Champions
17353,2011-08-02 17:19:00.000000157,130,4,3242.0,3,4,5,345,Potential Loyalists
15356,2011-11-08 13:11:00.000000686,32,13,3239.57,4,5,5,455,Champions
15625,2011-08-28 10:21:00.000000129,104,9,3236.4,3,5,5,355,Potential Loyalists
12963,2011-12-01 12:55:00.000000073,9,12,3235.79,5,5,5,555,Champions
16101,2011-09-30 10:17:59.999999536,71,4,3229.16,3,4,5,345,Potential Loyalists
14669,2011-04-12 11:42:59.999999814,242,7,3216.78,2,4,5,245,At Risk
14507,2011-11-16 12:20:59.999999703,24,11,3216.7400000000002,4,5,5,455,Champions
12951,2011-12-01 12:14:00.000000853,9,15,3213.7200000000003,5,5,5,555,Champions
16918,2011-10-21 12:49:59.999999721,50,16,3206.54,4,5,5,455,Champions
16107,2011-11-22 09:39:59.999999647,18,7,3204.1600000000003,5,4,5,545,Champions
17147,2011-11-17 12:31:59.999999972,23,9,3199.95,4,5,5,455,Champions
14315,2011-10-26 12:05:59.999999916,45,8,3197.82,4,4,5,445,Champions
15027,2011-11-09 10:15:59.999999777,31,10,3195.6,4,5,5,455,Champions
13868,2011-12-02 16:31:59.999999759,8,2,3192.54,5,2,5,525,Recent Customers
13397,2011-09-28 10:56:00.000000686,73,10,3191.87,3,5,5,355,Potential Loyalists
12456,2011-10-26 14:41:00.000000686,45,3,3181.04,4,3,5,435,Loyal Customers
16515,2011-10-18 13:09:59.999999860,53,10,3179.06,4,5,5,455,Champions
17621,2011-11-18 17:10:59.999999842,22,6,3175.12,4,4,5,445,Champions
13268,2011-11-22 11:51:00.000000129,18,11,3174.75,5,5,5,555,Champions
16837,2011-11-08 14:26:59.999999832,32,11,3170.98,4,5,5,455,Champions
17640,2011-09-14 09:13:00.000000027,87,6,3168.94,3,4,5,345,Potential Loyalists
16365,2011-11-22 11:23:59.999999870,18,15,3167.34,5,5,5,555,Champions
16041,2011-11-09 12:24:59.999999860,31,3,3166.4,4,3,5,435,Loyal Customers
13804,2011-11-09 12:31:59.999999972,31,9,3161.12,4,5,5,455,Champions
12976,2011-05-12 09:55:00.000000073,212,8,3156.38,2,4,5,245,At Risk
16584,2011-09-20 13:44:59.999999164,81,5,3156.17,3,4,5,345,Potential Loyalists
14306,2011-10-19 13:22:59.999999888,52,6,3151.4,4,4,5,445,Champions
15614,2010-09-28 10:45:59.999999981,438,4,3147.36,1,3,5,135,Needs Attention
15916,2011-11-23 13:45:59.999999981,17,13,3145.24,5,5,5,555,Champions
17702,2011-11-09 16:02:59.999999749,31,6,3144.04,4,4,5,445,Champions
15095,2011-08-28 12:01:00.000000194,104,10,3141.64,3,5,5,355,Potential Loyalists
14897,2011-12-02 10:31:59.999999759,8,8,3140.54,5,4,5,545,Champions
15602,2011-12-01 14:13:59.999999805,9,16,3137.96,5,5,5,555,Champions
17354,2011-10-20 10:34:00.000000157,51,4,3133.96,4,4,5,445,Champions
13786,2010-12-07 13:53:00.000000101,368,6,3127.99,2,4,5,245,At Risk
14963,2011-11-30 12:15:59.999999981,10,12,3123.57,5,5,5,555,Champions
15199,2011-10-11 15:11:59.999999832,60,10,3122.4,3,5,5,355,Potential Loyalists
17145,2010-07-15 09:01:59.999999759,513,4,3120.91,1,4,5,145,At Risk
13685,2011-12-07 11:41:00.000000686,3,7,3119.44,5,4,5,545,Champions
13052,2011-05-11 14:12:00.000000046,213,7,3119.33,2,4,5,245,At Risk
13692,2011-11-15 11:16:59.999999759,25,5,3114.4,4,4,5,445,Champions
14978,2011-09-28 13:06:59.999999898,73,10,3112.19,3,5,5,355,Potential Loyalists
15983,2011-11-17 17:34:00.000000575,23,8,3110.37,4,4,5,445,Champions
16678,2011-12-07 12:17:00.000000185,3,12,3109.99,5,5,5,555,Champions
13742,2011-11-23 11:06:59.999999693,17,12,3107.87,5,5,5,555,Champions
12909,2011-10-31 12:43:00.000000863,40,8,3103.19,4,4,5,445,Champions
13538,2011-10-27 16:34:00.000000157,44,12,3103.13,4,5,5,455,Champions
15031,2011-12-05 14:19:00.000000157,5,14,3102.94,5,5,5,555,Champions
15491,2011-09-05 15:55:59.999999638,96,6,3100.09,3,4,5,345,Potential Loyalists
13772,2011-11-06 11:42:59.999999814,34,8,3100.02,4,4,5,445,Champions
16933,2011-12-08 12:53:59.999999870,2,9,3099.3,5,5,5,555,Champions
13464,2011-10-12 15:01:00.000000194,59,6,3097.64,4,4,5,445,Champions
12937,2011-11-24 15:04:59.999999721,16,9,3097.61,5,5,5,555,Champions
15105,2011-11-21 16:54:00.000000296,19,9,3094.91,5,5,5,555,Champions
14312,2011-10-24 09:46:00.000000194,47,11,3090.29,4,5,5,455,Champions
15373,2011-12-01 15:04:59.999999721,9,17,3084.54,5,5,5,555,Champions
12511,2010-10-07 10:38:59.999999870,429,1,3084.02,1,1,5,115,Hibernating
17929,2011-11-28 16:00:59.999999981,12,12,3082.1,5,5,5,555,Champions
17090,2011-12-05 13:44:00.000000853,5,13,3080.1800000000003,5,5,5,555,Champions
14044,2011-11-13 12:04:59.999999721,27,10,3077.7,4,5,5,455,Champions
14700,2011-11-07 14:39:59.999999860,33,5,3076.06,4,4,5,445,Champions
12469,2010-07-05 12:39:59.999999647,523,2,3070.54,1,2,5,125,Hibernating
13631,2011-09-01 09:56:59.999999832,100,11,3070.42,3,5,5,355,Potential Loyalists
14038,2011-09-22 13:37:00.000000111,79,5,3069.88,3,4,5,345,Potential Loyalists
13196,2011-11-28 13:54:00.000000296,12,7,3068.84,5,4,5,545,Champions
16400,2011-09-06 12:27:00.000000250,95,9,3059.85,3,5,5,355,Potential Loyalists
16059,2011-10-05 09:55:59.999999638,66,12,3053.57,3,5,5,355,Potential Loyalists
16007,2011-10-23 11:05:00.000000556,48,7,3053.06,4,4,5,445,Champions
15241,2011-10-04 09:04:59.999999721,67,11,3050.16,3,5,5,355,Potential Loyalists
16560,2011-11-13 10:34:59.999999721,27,8,3048.38,4,5,5,455,Champions
14916,2011-09-30 09:20:00.000000139,71,8,3042.95,3,4,5,345,Potential Loyalists
12849,2011-11-08 13:40:59.999999638,32,6,3042.47,4,4,5,445,Champions
13647,2011-11-30 12:00:00.000000000,10,8,3041.68,5,4,5,545,Champions
15754,2011-10-19 14:39:59.999999860,52,9,3037.61,4,5,5,455,Champions
14673,2011-12-06 14:30:59.999999981,4,7,3037.32,5,4,5,545,Champions
13557,2011-11-11 15:24:00.000000296,29,13,3032.26,4,5,5,455,Champions
13485,2011-04-20 13:57:59.999999814,234,11,3019.2200000000003,2,5,5,255,At Risk
14456,2011-12-04 13:59:00.000000018,6,9,3017.28,5,5,5,555,Champions
13848,2011-09-08 12:58:00.000000027,93,8,3015.0,3,4,5,345,Potential Loyalists
12754,2011-04-18 09:00:00.000000000,236,3,3010.74,2,3,5,235,Needs Attention
16718,2010-12-05 13:02:59.999999749,370,5,3006.08,2,4,5,245,At Risk
14621,2011-12-08 16:21:59.999999693,2,9,3000.57,5,5,5,555,Champions
13635,2011-10-03 10:54:59.999999860,68,4,2999.16,3,3,5,335,Potential Loyalists
15810,2011-09-22 09:37:59.999999888,79,8,2999.04,3,4,5,345,Potential Loyalists
15182,2011-07-08 13:37:00.000000111,155,11,2998.952,3,5,5,355,Potential Loyalists
15611,2011-11-30 12:36:00.000000129,10,26,2997.28,5,5,5,555,Champions
14161,2011-05-08 11:41:00.000000686,216,7,2996.93,2,4,5,245,At Risk
12457,2011-10-04 13:12:59.999999814,67,8,2995.91,3,4,5,345,Potential Loyalists
14590,2010-10-11 12:05:59.999999916,425,20,2993.37,1,5,5,155,At Risk
15687,2011-12-01 08:32:59.999999749,9,9,2993.1,5,5,5,555,Champions
14344,2011-08-04 13:50:59.999999703,128,20,2993.05,3,5,5,355,Potential Loyalists
15681,2011-11-14 16:30:00.000000000,26,14,2989.7,4,5,5,455,Champions
12374,2011-11-14 15:36:59.999999693,26,4,2989.22,4,3,5,435,Loyal Customers
18241,2011-11-30 12:10:00.000000073,10,21,2986.9900000000002,5,5,5,555,Champions
14226,2011-11-11 11:34:00.000000575,29,6,2985.13,4,4,5,445,Champions
17032,2010-06-10 12:15:59.999999981,548,8,2984.32,1,5,5,155,At Risk
16012,2011-11-04 13:24:59.999999647,36,5,2978.59,4,4,5,445,Champions
17655,2011-11-29 11:34:00.000000575,11,9,2976.38,5,5,5,555,Champions
12838,2011-11-06 12:20:00.000000139,34,10,2975.91,4,5,5,455,Champions
17692,2011-08-04 14:00:59.999999777,128,12,2975.8,3,5,5,355,Potential Loyalists
12854,2011-09-22 12:14:59.999999164,79,7,2970.9700000000003,3,4,5,345,Potential Loyalists
16120,2011-10-11 14:22:00.000000111,60,6,2967.51,3,4,5,345,Potential Loyalists
15967,2011-11-16 15:40:59.999999842,24,12,2966.0,4,5,5,455,Champions
14506,2011-11-22 13:02:00.000000185,18,7,2960.25,5,4,5,545,Champions
15329,2011-10-31 15:36:00.000000129,40,11,2958.83,4,5,5,455,Champions
16416,2011-11-13 12:49:59.999999721,27,9,2957.88,4,5,5,455,Champions
13012,2011-11-30 13:05:00.000000139,10,11,2957.83,5,5,5,555,Champions
13110,2011-11-08 14:29:59.999999164,32,12,2957.4700000000003,4,5,5,455,Champions
16736,2010-07-22 10:09:00.000000296,506,5,2956.56,1,4,5,145,At Risk
14867,2011-06-07 11:39:00.000000296,186,16,2952.06,3,5,5,355,Potential Loyalists
13253,2011-07-06 10:09:00.000000296,157,4,2951.11,3,3,5,335,Potential Loyalists
12877,2011-12-06 10:30:00.000000000,4,20,2942.14,5,5,5,555,Champions
15757,2011-10-05 12:14:00.000000853,66,6,2940.36,3,4,5,345,Potential Loyalists
17444,2011-07-15 12:04:59.999999721,148,3,2940.04,3,3,5,335,Potential Loyalists
17588,2011-08-31 13:37:00.000000111,101,7,2939.55,3,4,5,345,Potential Loyalists
14544,2011-11-15 15:05:59.999999916,25,3,2938.53,4,3,5,435,Loyal Customers
12967,2010-12-16 19:09:59.999999860,359,3,2938.52,2,3,5,235,Needs Attention
12635,2011-09-11 11:04:00.000000361,90,4,2930.41,3,3,5,335,Potential Loyalists
15312,2011-09-25 13:09:59.999999860,76,12,2930.19,3,5,5,355,Potential Loyalists
13890,2011-12-08 15:36:00.000000129,2,14,2927.38,5,5,5,555,Champions
12906,2011-11-28 09:55:00.000000073,12,5,2919.81,5,4,5,545,Champions
16358,2011-12-08 15:08:59.999999870,2,5,2919.65,5,4,5,545,Champions
13764,2011-09-30 12:02:59.999999331,71,6,2919.62,3,4,5,345,Potential Loyalists
15392,2011-12-05 11:00:59.999999777,5,7,2911.62,5,4,5,545,Champions
13784,2011-11-30 09:32:59.999999536,10,14,2910.23,5,5,5,555,Champions
14524,2011-11-08 12:29:00.000000018,32,13,2909.86,4,5,4,454,Champions
12438,2011-11-25 13:28:00.000000863,15,2,2906.85,5,2,4,524,Recent Customers
14233,2011-10-21 15:53:59.999999870,50,7,2904.27,4,4,4,444,Champions
14293,2011-12-06 15:17:00.000000185,4,9,2903.01,5,5,4,554,Champions
16383,2011-09-26 12:45:00.000000000,75,7,2896.69,3,4,4,344,Potential Loyalists
17242,2011-08-23 14:54:59.999999647,109,5,2889.28,3,4,4,344,Potential Loyalists
13501,2011-02-24 18:59:00.000000853,289,3,2885.11,2,3,4,234,Needs Attention
16633,2011-11-22 13:40:59.999999638,18,6,2883.1,5,4,4,544,Champions
14251,2011-12-08 08:32:00.000000185,2,5,2879.7000000000003,5,4,4,544,Champions
12806,2010-09-30 13:34:00.000000157,436,4,2878.96,1,3,4,134,Needs Attention
18170,2011-11-06 14:35:00.000000139,34,9,2878.0,4,5,4,454,Champions
14005,2011-11-30 12:40:59.999999842,10,5,2874.72,5,4,4,544,Champions
15043,2011-11-08 14:25:59.999999638,32,6,2870.3199999999997,4,4,4,444,Champions
16467,2010-07-19 11:49:00.000000361,509,7,2869.16,1,4,4,144,At Risk
16711,2011-12-06 16:31:59.999999759,4,9,2868.48,5,5,4,554,Champions
16229,2011-09-13 17:16:00.000000194,88,6,2867.86,3,4,4,344,Potential Loyalists
17961,2011-11-18 16:54:59.999999860,22,100,2866.74,4,5,4,454,Champions
14758,2011-07-18 08:20:59.999999916,145,7,2864.97,3,4,4,344,Potential Loyalists
16755,2011-08-17 13:21:00.000000129,115,7,2864.68,3,4,4,344,Potential Loyalists
16062,2011-11-30 12:14:59.999999164,10,8,2863.45,5,5,4,554,Champions
12685,2011-11-11 13:45:59.999999981,29,6,2863.08,4,4,4,444,Champions
14875,2011-08-24 12:20:00.000000139,108,3,2862.4,3,3,4,334,Potential Loyalists
13963,2011-02-04 14:42:59.999999814,309,17,2860.57,2,5,4,254,At Risk
16979,2011-12-06 12:20:59.999999703,4,9,2859.74,5,5,4,554,Champions
15563,2011-11-17 14:50:00.000000556,23,7,2859.46,4,4,4,444,Champions
16225,2011-10-26 08:29:59.999999164,45,15,2859.31,4,5,4,454,Champions
13728,2011-11-03 10:49:00.000000575,37,16,2855.17,4,5,4,454,Champions
12352,2011-11-03 14:36:59.999999898,37,10,2849.84,4,5,4,454,Champions
14935,2011-02-15 14:44:00.000000018,298,2,2849.83,2,2,4,224,Hibernating
12676,2011-11-15 12:24:59.999999860,25,11,2843.09,4,5,4,454,Champions
16554,2011-10-28 14:51:00.000000129,43,8,2841.72,4,5,4,454,Champions
14711,2011-11-29 14:58:00.000000863,11,11,2839.62,5,5,4,554,Champions
14842,2011-10-27 12:36:59.999999693,44,4,2824.69,4,3,4,434,Loyal Customers
15797,2011-08-18 17:04:00.000000361,114,6,2821.08,3,4,4,344,Potential Loyalists
16775,2011-11-29 15:21:59.999999898,11,16,2820.84,5,5,4,554,Champions
17228,2011-11-24 10:23:59.999999452,16,13,2820.0299999999997,5,5,4,554,Champions
13477,2011-11-02 12:04:00.000000157,38,11,2819.17,4,5,4,454,Champions
13032,2011-10-18 15:53:59.999999870,53,9,2815.96,4,5,4,454,Champions
17386,2011-12-02 11:28:00.000000027,8,7,2812.77,5,4,4,544,Champions
16871,2011-11-17 19:27:00.000000046,23,6,2812.34,4,4,4,444,Champions
13799,2011-08-15 12:07:00.000000111,117,9,2803.57,3,5,4,354,Potential Loyalists
13205,2010-09-22 16:25:59.999999842,444,1,2803.2,1,1,4,114,Hibernating
